timestamp;x;y;theta
1677512291351;-0.634459488066019;2.0382;0
1677512291370;-0.634459488066019;2.0382;0
1677512291388;-0.634459488066019;2.0382;0
1677512291408;-0.634459488066019;2.0382;0
1677512291433;-0.634459488066019;2.0382;0
1677512291453;-0.634459488066019;2.0382;0
1677512291469;-0.634459488066019;2.0382;0
1677512291494;-0.634459488066019;2.0382;0
1677512291512;-0.634459488066019;2.0382;0
1677512291536;-0.634459488066019;2.0382;0
1677512291552;-0.634459488066019;2.0382;0
1677512291571;-0.634459488066019;2.0382;0
1677512291588;-0.634459488066019;2.0382;0
1677512291613;-0.634459488066019;2.0382;0
1677512291632;-0.634459488066019;2.0382;0
1677512291652;-0.634459488066019;2.0382;0
1677512291669;-0.634459488066019;2.0382;0
1677512291693;-0.634459488066019;2.0382;0
1677512291712;-0.634459488066019;2.0382;0
1677512291736;-0.634459488066019;2.0382;0
1677512291749;-0.634459488066019;2.0382;0
1677512291770;-0.634459488066019;2.0382;0
1677512291791;-0.634459488066019;2.0382;0
1677512291816;-0.634459488066019;2.0382;0
1677512291832;-0.634459488066019;2.0382;0
1677512291851;-0.634459488066019;2.0382;0
1677512291872;-0.634459488066019;2.0382;0
1677512291889;-0.634459488066019;2.0382;0
1677512291908;-0.634459488066019;2.0382;0
1677512291934;-0.634459488066019;2.0382;0
1677512291950;-0.634459488066019;2.0382;0
1677512291971;-0.634459488066019;2.0382;0
1677512291990;-0.634459488066019;2.0382;0
1677512292008;-0.634459488066019;2.0382;0
1677512292030;-0.634459488066019;2.0382;0
1677512292056;-0.634459488066019;2.0382;0
1677512292073;-0.634459488066019;2.0382;0
1677512292088;-0.634459488066019;2.0382;0
1677512292111;-0.634459488066019;2.0382;0
1677512292134;-0.634459488066019;2.0382;0
1677512292150;-0.634459488066019;2.0382;0
1677512292171;-0.634459488066019;2.0382;0
1677512292191;-0.634459488066019;2.0382;0
1677512292208;-0.634459488066019;2.0382;0
1677512292229;-0.634459488066019;2.0382;0
1677512292255;-0.634459488066019;2.0382;0
1677512292274;-0.634459488066019;2.0382;0
1677512292288;-0.634459488066019;2.0382;0
1677512292312;-0.634459488066019;2.0382;0
1677512292334;-0.634459488066019;2.0382;0
1677512292349;-0.634459488066019;2.0382;0
1677512292370;-0.634459488066019;2.0382;0
1677512292388;-0.634459488066019;2.0382;0
1677512292416;-0.634459488066019;2.0382;0
1677512292430;-0.634459488066019;2.0382;0
1677512292453;-0.634459488066019;2.0382;0
1677512292474;-0.634459488066019;2.0382;0
1677512292488;-0.634459488066019;2.0382;0
1677512292512;-0.634459488066019;2.0382;0
1677512292536;-0.634459488066019;2.0382;0
1677512292555;-0.634459488066019;2.0382;0
1677512292569;-0.634459488066019;2.0382;0
1677512292589;-0.634459488066019;2.0382;0
1677512292608;-0.634459488066019;2.0382;0
1677512292633;-0.634459488066019;2.0382;0
1677512292654;-0.634459488066019;2.0382;0
1677512292671;-0.634459488066019;2.0382;0
1677512292689;-0.634459488066019;2.0382;0
1677512292712;-0.634459488066019;2.0382;0
1677512292733;-0.634459488066019;2.0382;0
1677512292753;-0.634459488066019;2.0382;0
1677512292771;-0.634459488066019;2.0382;0
1677512292789;-0.634459488066019;2.0382;0
1677512292815;-0.634459488066019;2.0382;0
1677512292832;-0.634459488066019;2.0382;0
